Country,Category,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Egypt,Non-metallic minerals,21488846,20237380,19995659,19014959,18835962,19431699,21417221,24245619,25526058,19720857,21413573,18464070,23588143,31360708,38146485,43531353,39640004,37336052,36811442,39929134,47171140,36076843,33335735,32817148,39176143,39745754,42028456,38344016,42457468,45378704,36932284,34110554,34692660,32562261,25725479,31107928,35869549,40507197,43113365,47259514,48024859,54560913,84613323,82349273,98100648,89543487,92117394,77395837,81036153,87936380,85083631,102312170,109671531,110947465,114502184
El Salvador,Biomass,11872962,12182757,12320427,12590581,13275219,14100864,14134218,15615384,16399853,16226625,14469371,13426730,12816565,13746645,14770459,15217207,14754483,14605237,14447534,14583914,15654476,17400110,19119269,16524759,18008945,19866378,22827829,24260255,22552119,20704437,21728823,19266425,20294734,17570725,20886914,20936332,21701015,22730257,22049787,22866810,23211370,21690001,23785381,24137014,23918820,24160965,24532774,23886506,22461565,23610787,25294169,29126769,30007137,30569221,30460719
El Salvador,Fossil fuels,2489186,2420662,2353952,2508422,2432792,2194452,2404434,2602173,2573516,2760034,2643277,2519430,2558594,2631128,2856743,3163312,2505861,2491421,2747038,2910534,2239667,2970964,3067845,3884578,4135883,4373544,4707124,4638718,5144086,4779182,6058311,6797730,5591427,5245976,4092880,3905922,3990854,4804514,5147864,4855647,4277798,5066170,5609709,6013227,6356087,6338971,6176473,5789364,5005922,5389552,4171101,5743559,5931967,6114172,6128937
El Salvador,Metal ores,359892,348694,336475,337249,375536,396261,462479,475197,434689,439581,403820,386060,374738,397539,476118,584125,393896,409092,444685,503697,411035,367532,575207,744511,784482,1093681,1135561,1194446,1217224,1231569,1343642,1313658,1616144,1442783,1507796,1741589,2144595,3330151,2369489,1842770,2002650,2169017,1870056,2672586,2014774,2093768,2097575,1842406,1823884,1859737,1844713,2698054,2839437,2920698,2997282
El Salvador,Non-metallic minerals,2469085,2460889,2753062,2980435,3356525,3858650,4146893,4834106,5319891,5193114,5234476,4778088,4641700,5002438,5255928,6006561,5427244,7572707,8136368,8719026,7881485,8352576,7415329,10907013,11568896,12976363,12097358,13241063,12969904,12888209,12404444,12594925,14058773,14309353,13192513,13340285,16828331,17569517,16617031,13961002,15733572,15694619,17847891,17147250,14092935,12685081,13601466,13401440,14259382,13967157,13168516,16535859,17644377,18454638,18801153
Equatorial Guinea,Biomass,1604675,1367198,1351690,1354112,1392592,1450249,1447611,1373991,1329177,1304194,1294148,1302127,1335867,1315258,1336950,1401384,1423469,1441522,1441346,1463006,2323149,910972,1089886,660811,723599,806586,992753,699053,839395,1054067,850870,1033654,1267641,2540446,2179164,2444278,2560780,2347412,2503817,8036112,3069541,5163853,3154981,3041559,3143891,2728416,2675076,2399478,2860195,2671964,2781291,2205428,2154641,2040195,2062135
Equatorial Guinea,Fossil fuels,88605,90174,83582,91759,88937,92285,97876,100966,97774,106709,103252,93342,101647,106326,109406,134806,146293,147266,149868,142510,152924,403095,155738,158709,150149,262808,611881,425557,661776,642853,458818,612356,949173,1218967,1104669,1643415,2370518,2151095,1642450,2815313,3757509,2217313,2504925,1801084,1626297,1405381,1266596,1106813,1112936,1078909,1330129,984286,884029,795177,787802
Equatorial Guinea,Metal ores,53008,55418,56067,69508,79272,86969,88655,79485,82790,85872,89866,96137,85892,87250,85837,86918,93173,84640,93388,93535,63637,111080,76502,36598,51638,92204,186452,214079,290233,341938,349570,484094,643573,793127,646815,715178,860625,1453535,1401505,2849474,2676862,2360317,2857004,1421448,1251104,1002243,968694,775321,795723,926249,948520,710856,651623,594538,603801
Equatorial Guinea,Non-metallic minerals,132733,172862,158055,168654,183933,198101,216141,241843,178829,196865,212736,206008,225253,247319,265701,315402,388841,431419,427628,369396,471550,288249,218501,135677,727989,495328,868983,757798,1010994,1060214,1202534,1740670,2286848,3068067,2540832,3031507,2943907,6071371,4242480,9310288,41394920,17810534,11091059,8982016,8306171,9777781,6954632,3176338,5732458,4481251,4252059,3968025,3618187,3258683,3345002
Eritrea,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5369137,6661083,6364561,6816633,7405238,10212041,10218984,9303551,8515287,8122848,8572192,8857348,9304792,9120129,9619819,7649277,8250905,8197660,7442203,6973611,8294080,8176674,8245860,7885242,7269848,5717979,7518461,7107799,4233652,4242461,4184170,4245470
Eritrea,Fossil fuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314657,491245,496866,554175,516725,617599,692234,602632,531588,647927,693235,640344,558844,423046,369303,255921,335107,405917,349137,351721,393793,373734,350819,270542,238497,228465,238039,329443,226441,210531,209389,203437
Eritrea,Metal ores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608995,866240,881034,969841,862647,928465,903107,470436,535948,585456,954567,820545,732204,578204,447439,327922,397537,510924,450134,406486,515978,519346,476488,365345,268747,257431,305274,406004,330547,317502,312746,309885
Eritrea,Non-metallic minerals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964028,2413889,3578099,4342634,4361419,4599597,4208775,2216547,2791476,3542441,3675665,3325985,3243003,3825280,3425081,3170135,3528978,4451602,4092232,4323948,5159233,3468424,4295706,3737009,3848855,4842092,5328096,4340062,4193760,4135480,4135529,4239790
Estonia,Biomass,,,,,,,,,,,,,,,,,,,,,,,5377124,5309007,6913223,4907694,4553213,5350879,4554194,4673051,4928032,5518204,5962552,5922379,5877502,5558916,5495284,5711331,5777459,5187694,4400329,5061837,5393812,5574342,6156817,6451350,6121506,7443433,6597366,7509486,7199258,7186608,7196659,7300537,7397576
Estonia,Fossil fuels,,,,,,,,,,,,,,,,,,,,,,,6621911,5309379,4990096,4300247,5039561,4981868,4890131,5650174,6010733,6102066,7142557,7852333,7207601,7641353,8223936,8732577,7909307,7480875,7933078,7476861,7656422,8506539,8238675,7811602,7558051,8516938,9047818,7846756,7178101,7392098,6913804,7430834,7488908
Estonia,Metal ores,,,,,,,,,,,,,,,,,,,,,,,481720,783698,997954,864659,856085,1021802,1173093,1198948,1060069,1088307,1277202,1386069,1491610,1461012,1782603,1958417,1688169,1160630,3586660,2508904,2685345,2277532,1654728,1445508,1540259,1638277,1784699,1796564,2078467,2416049,2371468,2456930,2525412
Estonia,Non-metallic minerals,,,,,,,,,,,,,,,,,,,,,,,5114416,5437351,5222034,2898649,2692890,3212044,4419458,4075681,5347552,5066175,8024847,10856217,12921625,15397653,19130720,22655122,18439569,13062828,12626166,14235797,15595038,15957048,13426842,15542543,16874580,18009842,17452589,17350125,18201392,19792595,20470104,21330352,22211749
Ethiopia,Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147758691,152194820,156037700,172556932,175437512,167101896,162808733,173398260,185113002,195458585,197805577,201950995,204801402,197538865,220367641,217867212,241428475,227487887,201998571,196122705,217987950,220782593,246571077,277104263,335765718,326949263,342790558,362035314,344986789,346896333,356261892,368841834
Ethiopia,Fossil fuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2189505,1088649,1245498,1443541,1515095,2015574,1808439,2137865,1935449,2064250,2103253,2569722,3295024,3796458,3779731,4696016,4782202,5330452,5473879,6416486,7131421,7256244,10695869,10725501,9311291,8233628,9324005,8706178,8041457,7945025,8524173,8939249
Ethiopia,Metal ores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2602860,1382872,1423280,1490639,2091692,2683688,2655791,2870070,2529313,2414626,2631411,3028454,3374927,3956500,4128750,5338148,6215379,5711011,8494007,10497026,9309658,9385169,12027056,10940669,9773161,7489868,10294161,11371278,9346814,9365548,9849165,10533166
Ethiopia,Non-metallic minerals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6448715,8459239,8500981,9836215,9572851,9922392,8792822,8631461,8682227,7083255,8988259,11815064,12329650,11162456,15767406,16265363,16563970,12628632,13751625,21393019,19198981,15172911,20630531,23765490,22520752,22434576,27593641,35330703,58638753,60055979,63095396,66841784
Ethiopia (Former),Biomass,135185150,137575134,136981560,135789859,136233949,133341435,137172790,137133107,137985459,143746270,147388090,146243012,148281753,157325706,153042856,154606671,161951011,160919302,164391331,168683963,174403166,176357200,178652436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia (Former),Fossil fuels,2044570,2042184,2049758,2047579,2087988,2088844,2098681,2170107,2057635,2062567,2067579,2164884,2220294,2296171,2653122,2769138,2717917,2783708,2554841,2679070,2289877,4458531,2908373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia (Former),Metal ores,1752303,1710369,1751947,1792244,1665646,1493075,1517500,1453366,1380482,1350667,1287967,1312621,1321901,1403930,1538745,1656708,1511784,1407138,1289890,1283937,1198981,2723857,1886223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia (Former),Non-metallic minerals,1511721,1666791,1695385,1721297,1838140,1819455,1899910,2037920,2050912,2093567,2139122,2344026,2517365,2846870,3230588,3337575,3143853,3299135,3164733,3025087,2757357,6491656,5259653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,Biomass,29135964,28695458,28295259,28823993,29401849,28900588,30248530,27767164,28335378,29600416,30974236,28802110,29890448,30632557,30666182,31018702,31406874,29097414,32022498,34666746,35276745,29321817,30071287,29982019,28387725,28888319,28530238,30848703,29875529,31562566,34295283,32703864,33410147,34996971,34893763,36004260,34774218,34983026,34304583,34008404,33921584,35985610,35456463,36450027,36312611,35346661,37080875,36908173,36377146,35465525,34568593,34486810,34447216,34946431,35195925
Finland,Fossil fuels,10282171,10808405,11373716,12504059,13757580,15618635,16920513,17432667,18797727,19754745,21450075,20097523,23830183,21933900,22026774,23379397,30064135,30283798,34872312,38486441,43014510,23899519,35500328,30120039,30715710,31674728,31089475,30659355,26958920,32820009,31158701,32493516,34942853,38584269,35850978,42584006,44311790,40766772,40502006,40654246,39082159,39896814,35767715,37988654,37825950,35156455,36937649,39806940,43531792,35700329,38847951,32627014,28233633,31412129,31276594
Finland,Metal ores,10217058,9972592,10799922,11794906,12570305,12625211,13687054,13290912,12525688,12972976,13888923,13559493,13183044,12874525,13590009,14199480,16081931,17303738,18395359,18739082,19834668,16299469,13806985,15265074,13341080,15936528,15394775,16826790,17605864,17258117,15473091,14309800,13071689,13170180,12790230,13796283,13980366,15315768,14232934,12213534,13206997,14299061,14180587,14855878,14374205,12926753,14379968,15299050,16326486,15023241,15825128,16906989,16680297,17333593,17701301
Finland,Non-metallic minerals,35020500,36933445,36775269,38477270,44408050,39619040,37300364,36117342,36084900,38113489,38735316,38411750,37709394,40824161,41051931,39469885,44059853,46521311,51021711,54492619,56821195,41603188,43977112,40590220,40507744,41244702,39269874,39469849,44284319,64285021,64425372,97612480,97183947,102842004,105462981,108618381,112622252,119224685,116550705,89246159,87887868,93446624,92489934,87307269,83663911,77706367,82382308,84030769,83111176,79694195,81517761,84055203,86649690,90268473,93619612
France,Biomass,283928571,290192595,293152573,311480819,309805510,311285790,304192319,312433343,323101769,330773984,337764610,330174177,332438827,319724052,336932562,337964461,338934447,345291652,353191316,353793030,359899562,362005081,369822826,348584938,351144819,354914275,361367444,369353052,366892833,380204718,377322827,358398974,368317931,356474425,381191512,376066446,373405364,375170147,385067652,384657105,355109337,365641668,353548903,353975215,360196410,347130137,330351677,353441170,329294941,335899354,315774486,331263317,330588760,333612712,335536969
France,Fossil fuels,123933176,125392502,130876245,139844560,134450130,145246049,150506442,153312480,159059400,173175820,172171209,154596079,148635872,144550116,143221097,147359266,167076146,179625993,183420599,182834982,215596189,152408111,192612154,165566732,163698184,168628105,165764320,164945822,172317669,183122411,178190317,181221874,190746920,214297720,226626923,239762317,241408595,249842532,258701703,238283477,212180897,241380302,231247062,229958421,230042571,215712504,209009638,218559046,224013719,221008553,200712513,217878049,200041441,210463386,210372440
France,Metal ores,106242655,106842269,110657145,117355194,109916643,112310683,110876396,105499723,108383058,115982301,115032721,101110229,96256370,93981409,93570017,97430063,109177253,113466384,114302903,112678339,122618964,106112779,120176889,107898644,109429824,109021901,106536061,113024679,112673103,114258160,114959485,112989291,115243011,134501883,110004969,111278465,115545074,122768691,115848057,103823625,94071508,110422405,105280353,108411903,109473589,99257100,100605165,105324217,103891753,103722761,103308179,105153807,100594263,103931230,106125557
France,Non-metallic minerals,384271212,392480302,403171739,438622410,441316836,415945668,423865018,405627422,399757205,413542422,427695436,398230794,367075401,350387001,319243929,343119336,370091209,391459956,422444717,426213576,428726817,415635973,384212605,374625681,406299334,398246704,383024276,395581556,479101968,514662999,535483396,528817556,531661252,547032085,568857938,581885536,603337269,634107478,605243007,519109695,480368058,536367356,491389450,490252574,472364678,430720758,445921487,444639510,468208835,463473371,454102435,479407234,484897641,499866735,512760024
Gabon,Biomass,1389096,1486163,1522583,1706376,2003814,2003845,2114012,2119213,1984560,2058527,2276700,2173954,2172286,2171755,2309625,2328926,2254244,2156415,2235013,2295937,2379635,3033319,2785248,2811103,2667521,3286926,2818551,2685921,3542485,3121853,3023855,2351147,2988123,2871326,2793838,3135605,3487040,3837643,4027506,4092421,3858011,3831144,4648391,4939259,5556007,6264709,6073942,7661092,4232327,4364575,4567321,4331540,4360251,4238909,4269139
Gabon,Fossil fuels,307586,346628,369342,515991,863518,993583,1312166,1151548,880444,1035279,1213010,1049828,969299,887221,946407,978830,893750,827458,803439,864434,1096561,854962,979670,912337,836022,897517,956730,899449,1150615,870595,715567,724878,878049,899580,945035,1038670,1175459,1358858,1381728,1543336,1638005,1652795,1910763,2152564,2402121,2279458,1603614,1352179,1327717,1322862,1308413,1182030,1178094,1139422,1131680
Gabon,Metal ores,257055,267322,272959,358461,579723,686620,880948,721420,506739,570173,681767,611907,547514,504262,557388,581009,499818,463748,438100,453295,485817,511207,593988,539116,489426,549486,546076,636634,743852,534882,508930,504815,611525,618937,595000,642478,871981,1002224,1118830,1103192,1285953,1365411,1286371,1506715,1307784,1078004,967949,814093,759220,786605,804512,790568,769301,733358,742089
Gabon,Non-metallic minerals,862584,959167,977533,1346305,2326734,2666394,3512200,3157863,2396418,2803984,3454004,3330205,3162153,2972125,3123395,3227233,2740823,2553755,2428195,2485950,2913040,2605758,2901753,3300640,2974156,2975595,2949789,3310031,3726328,2982885,2437743,2494679,3335819,3885893,3813698,5503425,6308544,6745557,6068370,7048205,5888915,8005855,6570627,6929784,6414614,6767931,6763544,6190014,5907460,4765777,4860944,4704569,4819856,4704218,4846402
Gambia,Biomass,1606689,1666601,1668660,1803947,1756742,1758388,1731430,1691760,1852076,1703611,1801970,1985236,2097693,1958027,2068872,2210976,2132598,2158624,2197584,2307118,2221526,2340105,2518477,2586461,2635446,2791151,2758896,2754733,2673432,3344720,3483140,2837219,2514092,2885365,2968987,2952671,3154372,2631366,3069440,2968160,3611636,2925974,3108997,3130224,2877852,3157361,3099976,3012344,2665492,2815994,2920338,2844820,2852816,2809579,2849533
